Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
"45(1,E6)",Normoxia Ox66 3,27.52,481.5,27.68,517,,,,,,,,,,,
"46(1,F6)",Normoxia Ox66 3,26.25,435.23,27.15,593,,,,,,,,,,,
"47(1,G6)",Normoxia Ox66 3,30.97,416.8,53.91,539,,,,,,,,,,,
"48(1,H6)",Normoxia Mix 1,27.7,544.03,47,861,,,,,,,,,,,
"49(1,A7)",Normoxia Mix 1,31.6,643.71,65.17,727,,,,,,,,,,,
"50(1,B7)",Normoxia Mix 1,36.7,635.95,45.77,555,,,,,,,,,,,
"51(1,C7)",Normoxia Mix 2,29.95,621.83,45.21,515,,,,,,,,,,,
"52(1,D7)",Normoxia Mix 2,28.54,728.73,104.51,414,,,,,,,,,,,
"53(1,E7)",Normoxia Mix 2,29.97,696.7,43.77,390,,,,,,,,,,,
"54(1,F7)",Normoxia Mix 3,32.05,643.28,50.06,547,,,,,,,,,,,
"55(1,G7)",Normoxia Mix 3,31.24,540.57,44.52,675,,,,,,,,,,,
"56(1,H7)",Normoxia Mix 3,31.14,673.31,38.1,660,,,,,,,,,,,
"57(1,A8)",Hypoxia Blank 1,26.84,209.75,42.49,724,,,,,,,,,,,
"58(1,B8)",Hypoxia Blank 1,53.85,253.75,93.68,448,,,,,,,,,,,
"59(1,C8)",Hypoxia Blank 1,32.56,346.74,58.71,423,,,,,,,,,,,
"60(1,D8)",Hypoxia Blank 2,28.46,245.48,86.91,514,,,,,,,,,,,
"61(1,E8)",Hypoxia Blank 2,34.56,647.77,46.81,412,,,,,,,,,,,
"62(1,F8)",Hypoxia Blank 2,32.98,405.05,37.18,390,,,,,,,,,,,
"63(1,G8)",Hypoxia Blank 3,42.54,288.82,37.95,477,,,,,,,,,,,
"64(1,H8)",Hypoxia Blank 3,34.79,278.04,67.08,620,,,,,,,,,,,
"65(1,A9)",Hypoxia Blank 3,34.87,265.26,48.94,781,,,,,,,,,,,
"66(1,B9)",Hypoxia DEP 1,29.85,279.27,54.88,769,,,,,,,,,,,
"67(1,C9)",Hypoxia DEP 1,31.36,360.65,96.05,703,,,,,,,,,,,
"68(1,D9)",Hypoxia DEP 1,25.75,254.58,39.01,803,,,,,,,,,,,
"69(1,E9)",Hypoxia DEP 2,45.28,373,221.93,657,,,,,,,,,,,
"70(1,F9)",Hypoxia DEP 2,34.35,494.25,67.54,641,,,,,,,,,,,
"71(1,G9)",Hypoxia DEP 2,28.17,286.19,222.95,705,,,,,,,,,,,
"72(1,H9)",Hypoxia DEP 3,33.29,350.3,61.89,592,,,,,,,,,,,
"73(1,A10)",Hypoxia DEP 3,28.97,335.07,61.43,779,,,,,,,,,,,
"74(1,B10)",Hypoxia DEP 3,28.95,350.14,36.43,716,,,,,,,,,,,
"75(1,C10)",Hypoxia Ox66 1,33.05,280.31,46.39,555,,,,,,,,,,,
"76(1,D10)",Hypoxia Ox66 1,29.94,271.01,148.91,496,,,,,,,,,,,
"77(1,E10)",Hypoxia Ox66 1,29.02,294.78,35.33,449,,,,,,,,,,,
"78(1,F10)",Hypoxia Ox66 2,27.19,269.51,40.41,749,,,,,,,,,,,
"79(1,G10)",Hypoxia Ox66 2,27.63,238,40.89,667,,,,,,,,,,,
"80(1,H10)",Hypoxia Ox66 2,30.43,307.34,48.02,621,,,,,,,,,,,
"81(1,A11)",Hypoxia Ox66 3,25.86,271.47,32.24,644,,,,,,,,,,,
"82(1,B11)",Hypoxia Ox66 3,29.72,269.39,42.4,565,,,,,,,,,,,
"83(1,C11)",Hypoxia Ox66 3,27.98,369.74,56.75,589,,,,,,,,,,,
"84(1,D11)",Hypoxia Mix 1,26.77,347.08,31.91,702,,,,,,,,,,,
"85(1,E11)",Hypoxia Mix 1,29.3,436.01,38.25,718,,,,,,,,,,,
"86(1,F11)",Hypoxia Mix 1,29.75,369.91,36.51,620,,,,,,,,,,,
"87(1,G11)",Hypoxia Mix 2,28.98,390.87,49.52,688,,,,,,,,,,,
"88(1,H11)",Hypoxia Mix 2,29.62,366.47,57.27,650,,,,,,,,,,,
"89(1,A12)",Hypoxia Mix 2,31.62,374.49,46.22,876,,,,,,,,,,,
"90(1,B12)",Hypoxia Mix 3,35.82,396.84,121.46,576,,,,,,,,,,,
"91(1,C12)",Hypoxia Mix 3,33.78,506.76,40.28,516,,,,,,,,,,,
"92(1,D12)",Hypoxia Mix 3,30.89,364.5,45.27,780,,,,,,,,,,,
"93(1,E12)",Intereference DEP ,37.02,212.13,35.88,928,,,,,,,,,,,
"94(1,F12)",Intereference DEP ,30.1,170.37,33.07,997,,,,,,,,,,,
"95(1,G12)",Interference Ox66,26.09,111.27,27.16,1164,,,,,,,,,,,
"96(1,H12)",Interference Ox66,29.66,164.67,29.84,1122,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,%CV,,,,,,,,,,,,,,,
Location,Sample,IL-6,GRO/KC/CINC-1,TNFa,Total Events,,,,,,,,,,,
"1(1,A1)",Background0,36.2,59.02,74.9,1109,,,,,,,,,,,
"2(1,B1)",Background0,62.38,59.52,81.24,1099,,,,,,,,,,,
"3(1,C1)",Standard1,35.87,53.33,49,966,,,,,,,,,,,
"4(1,D1)",Standard1,31.72,62.23,83.97,1029,,,,,,,,,,,
"5(1,E1)",Standard2,29.89,40.79,480.72,1046,,,,,,,,,,,
"6(1,F1)",Standard2,69.25,47.63,60.69,1178,,,,,,,,,,,
"7(1,G1)",Standard3,35.03,41.55,50.6,1186,,,,,,,,,,,
"8(1,H1)",Standard3,41.57,39.6,91.11,1256,,,,,,,,,,,
"9(1,A2)",Standard4,41.56,44.13,61.66,917,,,,,,,,,,,
"10(1,B2)",Standard4,44.52,43.6,55.07,888,,,,,,,,,,,
"11(1,C2)",Standard5,38.93,40.69,46.41,1014,,,,,,,,,,,
"12(1,D2)",Standard5,38.99,49.73,41.96,769,,,,,,,,,,,
"13(1,E2)",Standard6,49.27,68.99,32.47,483,,,,,,,,,,,
"14(1,F2)",Standard6,45.78,45.45,35.16,734,,,,,,,,,,,
"15(1,G2)",Standard7,47.42,62.14,29.14,1019,,,,,,,,,,,
"16(1,H2)",Standard7,52.2,49.09,74.73,1109,,,,,,,,,,,
"17(1,A3)",Control1,160.79,55.57,66.63,1240,,,,,,,,,,,
"18(1,B3)",Control1,39.85,37.45,45.64,918,,,,,,,,,,,
"19(1,C3)",Control2,40.06,35.84,37.55,912,,,,,,,,,,,
"20(1,D3)",Control2,47.67,44.1,98.32,929,,,,,,,,,,,
"21(1,E3)",Normoxia Blank 1,276.26,115.28,693.26,505,,,,,,,,,,,
"22(1,F3)",Normoxia Blank 1,371.46,157.3,73.92,740,,,,,,,,,,,
"23(1,G3)",Normoxia Blank 1,56,914.06,169.65,958,,,,,,,,,,,
"24(1,H3)",Normoxia Blank 2,38.86,68.42,159.23,983,,,,,,,,,,,
"25(1,A4)",Normoxia Blank 2,41.08,41.43,1171.94,1062,,,,,,,,,,,
"26(1,B4)",Normoxia Blank 2,43.53,66.66,85.73,828,,,,,,,,,,,
"27(1,C4)",Normoxia Blank 3,34.46,51.78,79.43,819,,,,,,,,,,,
"28(1,D4)",Normoxia Blank 3,46.55,39.25,193.1,675,,,,,,,,,,,
"29(1,E4)",Normoxia Blank 3,43.18,41.93,880.33,801,,,,,,,,,,,
"30(1,F4)",Normoxia DEP 1,37.06,47.53,201.6,683,,,,,,,,,,,
"31(1,G4)",Normoxia DEP 1,43.73,57.45,1118.85,755,,,,,,,,,,,
"32(1,H4)",Normoxia DEP 1,47,50.04,100.72,748,,,,,,,,,,,
"33(1,A5)",Normoxia DEP 2,46.89,41.04,91.94,730,,,,,,,,,,,
"34(1,B5)",Normoxia DEP 2,36.75,64.4,270.94,481,,,,,,,,,,,
"35(1,C5)",Normoxia DEP 2,166.22,49.5,71.98,632,,,,,,,,,,,
"36(1,D5)",Normoxia DEP 3,35.02,48.33,200.18,791,,,,,,,,,,,
"37(1,E5)",Normoxia DEP 3,41.61,59.43,208.84,390,,,,,,,,,,,
"38(1,F5)",Normoxia DEP 3,54.6,53.1,113.27,551,,,,,,,,,,,
"39(1,G5)",Normoxia Ox66 1,285.69,48.57,134.25,617,,,,,,,,,,,
"40(1,H5)",Normoxia Ox66 1,70.34,60.65,127.38,843,,,,,,,,,,,
"41(1,A6)",Normoxia Ox66 1,68.86,66.35,148.09,959,,,,,,,,,,,
"42(1,B6)",Normoxia Ox66 2,73.14,47.6,251.56,511,,,,,,,,,,,
"43(1,C6)",Normoxia Ox66 2,305.95,99.44,264.38,570,,,,,,,,,,,
"44(1,D6)",Normoxia Ox66 2,52.35,72.47,204.71,607,,,,,,,,,,,
"45(1,E6)",Normoxia Ox66 3,93.02,88.77,110.29,517,,,,,,,,,,,
"46(1,F6)",Normoxia Ox66 3,42.58,51.64,80.18,593,,,,,,,,,,,
"47(1,G6)",Normoxia Ox66 3,50.95,51.33,310.09,539,,,,,,,,,,,
"48(1,H6)",Normoxia Mix 1,44.85,64.81,528.27,861,,,,,,,,,,,
"49(1,A7)",Normoxia Mix 1,44.68,62.38,635.63,727,,,,,,,,,,,
"50(1,B7)",Normoxia Mix 1,219.51,71.84,144.18,555,,,,,,,,,,,
"51(1,C7)",Normoxia Mix 2,33.95,53.39,81.99,515,,,,,,,,,,,
"52(1,D7)",Normoxia Mix 2,48.2,84.11,727.07,414,,,,,,,,,,,
"53(1,E7)",Normoxia Mix 2,72.77,75.16,212.89,390,,,,,,,,,,,
"54(1,F7)",Normoxia Mix 3,56.92,57.43,194.73,547,,,,,,,,,,,
"55(1,G7)",Normoxia Mix 3,88.36,62,211.72,675,,,,,,,,,,,
"56(1,H7)",Normoxia Mix 3,45.93,158.63,109.12,660,,,,,,,,,,,
"57(1,A8)",Hypoxia Blank 1,47.18,93.68,190,724,,,,,,,,,,,
"58(1,B8)",Hypoxia Blank 1,30.2,48.23,334.78,448,,,,,,,,,,,
"59(1,C8)",Hypoxia Blank 1,42.48,168.12,115.44,423,,,,,,,,,,,
"60(1,D8)",Hypoxia Blank 2,51,51.82,801.98,514,,,,,,,,,,,
"61(1,E8)",Hypoxia Blank 2,54.9,553.65,175.73,412,,,,,,,,,,,
"62(1,F8)",Hypoxia Blank 2,59.14,313.41,90.33,390,,,,,,,,,,,
"63(1,G8)",Hypoxia Blank 3,311.84,74.66,104.46,477,,,,,,,,,,,
"64(1,H8)",Hypoxia Blank 3,93.26,126.99,274.72,620,,,,,,,,,,,
"65(1,A9)",Hypoxia Blank 3,96.13,67.63,185.25,781,,,,,,,,,,,
"66(1,B9)",Hypoxia DEP 1,47.89,70.61,308.61,769,,,,,,,,,,,
"67(1,C9)",Hypoxia DEP 1,130.04,132.9,333.17,703,,,,,,,,,,,
"68(1,D9)",Hypoxia DEP 1,36.34,53.7,121.04,803,,,,,,,,,,,
"69(1,E9)",Hypoxia DEP 2,376.05,79.05,869.54,657,,,,,,,,,,,
"70(1,F9)",Hypoxia DEP 2,49.07,221.78,148.37,641,,,,,,,,,,,
"71(1,G9)",Hypoxia DEP 2,60.44,44.81,1139.4,705,,,,,,,,,,,
"72(1,H9)",Hypoxia DEP 3,69.89,64.13,92.75,592,,,,,,,,,,,
"73(1,A10)",Hypoxia DEP 3,32.99,33.73,274.96,779,,,,,,,,,,,
"74(1,B10)",Hypoxia DEP 3,32.47,111.41,77.68,716,,,,,,,,,,,
"75(1,C10)",Hypoxia Ox66 1,50.89,44.32,312.46,555,,,,,,,,,,,
"76(1,D10)",Hypoxia Ox66 1,58.53,148.02,535.79,496,,,,,,,,,,,
"77(1,E10)",Hypoxia Ox66 1,63.73,54.31,84.87,449,,,,,,,,,,,
"78(1,F10)",Hypoxia Ox66 2,27.46,49.02,246.61,749,,,,,,,,,,,
"79(1,G10)",Hypoxia Ox66 2,40.76,41.29,198.73,667,,,,,,,,,,,
"80(1,H10)",Hypoxia Ox66 2,137.52,56.01,236.16,621,,,,,,,,,,,
"81(1,A11)",Hypoxia Ox66 3,33.67,35.15,91.08,644,,,,,,,,,,,
"82(1,B11)",Hypoxia Ox66 3,64.42,77.13,143.09,565,,,,,,,,,,,
"83(1,C11)",Hypoxia Ox66 3,49.72,97.16,375.61,589,,,,,,,,,,,
"84(1,D11)",Hypoxia Mix 1,34.96,61.82,55.02,702,,,,,,,,,,,
"85(1,E11)",Hypoxia Mix 1,28.92,67.65,90.05,718,,,,,,,,,,,
"86(1,F11)",Hypoxia Mix 1,68.21,55.76,72.74,620,,,,,,,,,,,
"87(1,G11)",Hypoxia Mix 2,34.65,62.28,123.78,688,,,,,,,,,,,
"88(1,H11)",Hypoxia Mix 2,64.28,43.85,76.04,650,,,,,,,,,,,
"89(1,A12)",Hypoxia Mix 2,85.15,54.51,207.05,876,,,,,,,,,,,
"90(1,B12)",Hypoxia Mix 3,75.79,75.49,405.03,576,,,,,,,,,,,
"91(1,C12)",Hypoxia Mix 3,85.52,88.32,79.06,516,,,,,,,,,,,
"92(1,D12)",Hypoxia Mix 3,55.44,75.88,254.8,780,,,,,,,,,,,
"93(1,E12)",Intereference DEP ,99.26,70.1,93.13,928,,,,,,,,,,,
"94(1,F12)",Intereference DEP ,33.59,72.81,141.69,997,,,,,,,,,,,
"95(1,G12)",Interference Ox66,31.1,39.91,56.67,1164,,,,,,,,,,,
"96(1,H12)",Interference Ox66,33.67,36.74,65.61,1122,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Peak,,,,,,,,,,,,,,,
Location,Sample,IL-6,GRO/KC/CINC-1,TNFa,Total Events,,,,,,,,,,,
"1(1,A1)",Background0,28,149,24,1109,,,,,,,,,,,
"2(1,B1)",Background0,28,87,16,1099,,,,,,,,,,,
"3(1,C1)",Standard1,28,132,36,966,,,,,,,,,,,
"4(1,D1)",Standard1,32,132,57,1029,,,,,,,,,,,
"5(1,E1)",Standard2,28,121,116,1046,,,,,,,,,,,
"6(1,F1)",Standard2,32,121,132,1178,,,,,,,,,,,
"7(1,G1)",Standard3,43,177,368,1186,,,,,,,,,,,
"8(1,H1)",Standard3,57,207,337,1256,,,,,,,,,,,
"9(1,A2)",Standard4,132,352,1737,917,,,,,,,,,,,
"10(1,B2)",Standard4,156,353,1550,888,,,,,,,,,,,
"11(1,C2)",Standard5,512,1745,4452,1014,,,,,,,,,,,
"12(1,D2)",Standard5,651,1303,5902,769,,,,,,,,,,,
"13(1,E2)",Standard6,4430,4781,8513,483,,,,,,,,,,,
"14(1,F2)",Standard6,4105,4435,8921,734,,,,,,,,,,,
"15(1,G2)",Standard7,16371,8547,10880,1019,,,,,,,,,,,
"16(1,H2)",Standard7,11388,4256,9217,1109,,,,,,,,,,,
"17(1,A3)",Control1,254,706,2728,1240,,,,,,,,,,,
"18(1,B3)",Control1,183,796,2219,918,,,,,,,,,,,
"19(1,C3)",Control2,1250,3064,8897,912,,,,,,,,,,,
"20(1,D3)",Control2,1066,2616,8908,929,,,,,,,,,,,
"21(1,E3)",Normoxia Blank 1,28,338,16,505,,,,,,,,,,,
"22(1,F3)",Normoxia Blank 1,25,255,19,740,,,,,,,,,,,
"23(1,G3)",Normoxia Blank 1,28,191,28,958,,,,,,,,,,,
"24(1,H3)",Normoxia Blank 2,28,265,18,983,,,,,,,,,,,
"25(1,A4)",Normoxia Blank 2,28,416,16,1062,,,,,,,,,,,
"26(1,B4)",Normoxia Blank 2,28,255,20,828,,,,,,,,,,,
"27(1,C4)",Normoxia Blank 3,22,235,20,819,,,,,,,,,,,
"28(1,D4)",Normoxia Blank 3,28,433,19,675,,,,,,,,,,,
"29(1,E4)",Normoxia Blank 3,28,353,20,801,,,,,,,,,,,
"30(1,F4)",Normoxia DEP 1,28,552,32,683,,,,,,,,,,,
"31(1,G4)",Normoxia DEP 1,28,324,20,755,,,,,,,,,,,
"32(1,H4)",Normoxia DEP 1,26,367,32,748,,,,,,,,,,,
"33(1,A5)",Normoxia DEP 2,28,534,28,730,,,,,,,,,,,
"34(1,B5)",Normoxia DEP 2,28,400,18,481,,,,,,,,,,,
"35(1,C5)",Normoxia DEP 2,32,369,23,632,,,,,,,,,,,
"36(1,D5)",Normoxia DEP 3,28,400,28,791,,,,,,,,,,,
"37(1,E5)",Normoxia DEP 3,28,471,28,390,,,,,,,,,,,
"38(1,F5)",Normoxia DEP 3,28,328,27,551,,,,,,,,,,,
"39(1,G5)",Normoxia Ox66 1,20,417,21,617,,,,,,,,,,,
"40(1,H5)",Normoxia Ox66 1,28,454,24,843,,,,,,,,,,,
"41(1,A6)",Normoxia Ox66 1,22,416,20,959,,,,,,,,,,,
"42(1,B6)",Normoxia Ox66 2,28,492,28,511,,,,,,,,,,,
"43(1,C6)",Normoxia Ox66 2,23,454,16,570,,,,,,,,,,,
"44(1,D6)",Normoxia Ox66 2,28,301,19,607,,,,,,,,,,,
"45(1,E6)",Normoxia Ox66 3,19,224,16,517,,,,,,,,,,,
"46(1,F6)",Normoxia Ox66 3,20,384,16,593,,,,,,,,,,,
"47(1,G6)",Normoxia Ox66 3,24,403,16,539,,,,,,,,,,,
"48(1,H6)",Normoxia Mix 1,28,470,20,861,,,,,,,,,,,
"49(1,A7)",Normoxia Mix 1,28,529,16,727,,,,,,,,,,,
"50(1,B7)",Normoxia Mix 1,28,490,20,555,,,,,,,,,,,
"51(1,C7)",Normoxia Mix 2,28,531,21,515,,,,,,,,,,,
"52(1,D7)",Normoxia Mix 2,28,553,25,414,,,,,,,,,,,
"53(1,E7)",Normoxia Mix 2,26,576,32,390,,,,,,,,,,,
"54(1,F7)",Normoxia Mix 3,28,533,28,547,,,,,,,,,,,
"55(1,G7)",Normoxia Mix 3,32,342,28,675,,,,,,,,,,,
"56(1,H7)",Normoxia Mix 3,28,509,28,660,,,,,,,,,,,
"57(1,A8)",Hypoxia Blank 1,19,208,20,724,,,,,,,,,,,
"58(1,B8)",Hypoxia Blank 1,55,267,47,448,,,,,,,,,,,
"59(1,C8)",Hypoxia Blank 1,23,177,23,423,,,,,,,,,,,
"60(1,D8)",Hypoxia Blank 2,28,176,19,514,,,,,,,,,,,
"61(1,E8)",Hypoxia Blank 2,22,289,21,412,,,,,,,,,,,
"62(1,F8)",Hypoxia Blank 2,24,255,20,390,,,,,,,,,,,
"63(1,G8)",Hypoxia Blank 3,28,169,26,477,,,,,,,,,,,
"64(1,H8)",Hypoxia Blank 3,24,191,30,620,,,,,,,,,,,
"65(1,A9)",Hypoxia Blank 3,25,276,28,781,,,,,,,,,,,
"66(1,B9)",Hypoxia DEP 1,28,191,28,769,,,,,,,,,,,
"67(1,C9)",Hypoxia DEP 1,22,235,18,703,,,,,,,,,,,
"68(1,D9)",Hypoxia DEP 1,28,256,19,803,,,,,,,,,,,
"69(1,E9)",Hypoxia DEP 2,28,266,28,657,,,,,,,,,,,
"70(1,F9)",Hypoxia DEP 2,25,235,28,641,,,,,,,,,,,
"71(1,G9)",Hypoxia DEP 2,28,300,28,705,,,,,,,,,,,
"72(1,H9)",Hypoxia DEP 3,28,275,38,592,,,,,,,,,,,
"73(1,A10)",Hypoxia DEP 3,28,275,28,779,,,,,,,,,,,
"74(1,B10)",Hypoxia DEP 3,32,300,32,716,,,,,,,,,,,
"75(1,C10)",Hypoxia Ox66 1,28,224,19,555,,,,,,,,,,,
"76(1,D10)",Hypoxia Ox66 1,22,207,20,496,,,,,,,,,,,
"77(1,E10)",Hypoxia Ox66 1,28,207,30,449,,,,,,,,,,,
"78(1,F10)",Hypoxia Ox66 2,28,225,28,749,,,,,,,,,,,
"79(1,G10)",Hypoxia Ox66 2,28,216,28,667,,,,,,,,,,,
"80(1,H10)",Hypoxia Ox66 2,28,254,28,621,,,,,,,,,,,
"81(1,A11)",Hypoxia Ox66 3,28,244,15,644,,,,,,,,,,,
"82(1,B11)",Hypoxia Ox66 3,28,208,20,565,,,,,,,,,,,
"83(1,C11)",Hypoxia Ox66 3,24,207,18,589,,,,,,,,,,,
"84(1,D11)",Hypoxia Mix 1,28,244,21,702,,,,,,,,,,,
"85(1,E11)",Hypoxia Mix 1,28,355,28,718,,,,,,,,,,,
"86(1,F11)",Hypoxia Mix 1,24,324,17,620,,,,,,,,,,,
"87(1,G11)",Hypoxia Mix 2,28,265,36,688,,,,,,,,,,,
"88(1,H11)",Hypoxia Mix 2,28,301,28,650,,,,,,,,,,,
"89(1,A12)",Hypoxia Mix 2,28,312,27,876,,,,,,,,,,,
"90(1,B12)",Hypoxia Mix 3,28,256,36,576,,,,,,,,,,,
"91(1,C12)",Hypoxia Mix 3,28,299,24,516,,,,,,,,,,,
"92(1,D12)",Hypoxia Mix 3,28,287,24,780,,,,,,,,,,,
"93(1,E12)",Intereference DEP ,25,207,32,928,,,,,,,,,,,
"94(1,F12)",Intereference DEP ,28,184,25,997,,,,,,,,,,,
"95(1,G12)",Interference Ox66,28,111,23,1164,,,,,,,,,,,
"96(1,H12)",Interference Ox66,28,149,28,1122,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Std Dev,,,,,,,,,,,,,,,
Location,Sample,IL-6,GRO/KC/CINC-1,TNFa,Total Events,,,,,,,,,,,
"1(1,A1)",Background0,10.72,88.52,23.25,1109,,,,,,,,,,,
"2(1,B1)",Background0,18.78,72.95,23.12,1099,,,,,,,,,,,
"3(1,C1)",Standard1,10.62,68.37,27.45,966,,,,,,,,,,,
"4(1,D1)",Standard1,10.42,94.03,54.53,1029,,,,,,,,,,,
"5(1,E1)",Standard2,10.66,59.51,897.57,1046,,,,,,,,,,,
"6(1,F1)",Standard2,25.87,60.91,91.15,1178,,,,,,,,,,,
"7(1,G1)",Standard3,20.39,80.62,260.76,1186,,,,,,,,,,,
"8(1,H1)",Standard3,25.36,79.78,494.08,1256,,,,,,,,,,,
"9(1,A2)",Standard4,63.7,226.61,1318.07,917,,,,,,,,,,,
"10(1,B2)",Standard4,70.85,207.84,1288.43,888,,,,,,,,,,,
"11(1,C2)",Standard5,260.07,681.82,2998.21,1014,,,,,,,,,,,
"12(1,D2)",Standard5,236.49,568.9,2263.61,769,,,,,,,,,,,
"13(1,E2)",Standard6,1689.94,2223.7,3032.17,483,,,,,,,,,,,
"14(1,F2)",Standard6,1635.35,1772.16,3459.95,734,,,,,,,,,,,
"15(1,G2)",Standard7,6075.31,4833.85,3095.61,1019,,,,,,,,,,,
"16(1,H2)",Standard7,4801.42,2784.13,8718.44,1109,,,,,,,,,,,
"17(1,A3)",Control1,426.56,432.42,1901.02,1240,,,,,,,,,,,
"18(1,B3)",Control1,83.26,256.7,1231.2,918,,,,,,,,,,,
"19(1,C3)",Control2,574.58,1031.62,3186.29,912,,,,,,,,,,,
"20(1,D3)",Control2,706.99,1336.01,8278.4,929,,,,,,,,,,,
"21(1,E3)",Normoxia Blank 1,123.94,464.01,548.74,505,,,,,,,,,,,
"22(1,F3)",Normoxia Blank 1,132.61,566.54,18.8,740,,,,,,,,,,,
"23(1,G3)",Normoxia Blank 1,16.26,6008.75,84.89,958,,,,,,,,,,,
"24(1,H3)",Normoxia Blank 2,11.31,223.34,51.12,983,,,,,,,,,,,
"25(1,A4)",Normoxia Blank 2,12.23,148.62,1343.5,1062,,,,,,,,,,,
"26(1,B4)",Normoxia Blank 2,12.75,223.89,23.75,828,,,,,,,,,,,
"27(1,C4)",Normoxia Blank 3,9.1,175.83,20.14,819,,,,,,,,,,,
"28(1,D4)",Normoxia Blank 3,14.17,134.25,92.25,675,,,,,,,,,,,
"29(1,E4)",Normoxia Blank 3,13.51,149.02,496.5,801,,,,,,,,,,,
"30(1,F4)",Normoxia DEP 1,12.44,221.91,105.51,683,,,,,,,,,,,
"31(1,G4)",Normoxia DEP 1,13.88,284.35,1224.08,755,,,,,,,,,,,
"32(1,H4)",Normoxia DEP 1,15.87,241.32,45.53,748,,,,,,,,,,,
"33(1,A5)",Normoxia DEP 2,15.18,207.47,37.6,730,,,,,,,,,,,
"34(1,B5)",Normoxia DEP 2,11.98,359.59,166.85,481,,,,,,,,,,,
"35(1,C5)",Normoxia DEP 2,52.65,230.98,26.78,632,,,,,,,,,,,
"36(1,D5)",Normoxia DEP 3,10.45,215.66,91.63,791,,,,,,,,,,,
"37(1,E5)",Normoxia DEP 3,13.88,295.14,139.64,390,,,,,,,,,,,
"38(1,F5)",Normoxia DEP 3,19.35,270,63.22,551,,,,,,,,,,,
"39(1,G5)",Normoxia Ox66 1,119.6,226.22,44.67,617,,,,,,,,,,,
"40(1,H5)",Normoxia Ox66 1,23.39,346.41,44.02,843,,,,,,,,,,,
"41(1,A6)",Normoxia Ox66 1,19.66,307.83,60.87,959,,,,,,,,,,,
"42(1,B6)",Normoxia Ox66 2,23.31,226.1,226.15,511,,,,,,,,,,,
"43(1,C6)",Normoxia Ox66 2,117.39,582.25,113.63,570,,,,,,,,,,,
"44(1,D6)",Normoxia Ox66 2,15.11,498.87,77.78,607,,,,,,,,,,,
"45(1,E6)",Normoxia Ox66 3,25.6,427.41,30.53,517,,,,,,,,,,,
"46(1,F6)",Normoxia Ox66 3,11.18,224.76,21.77,593,,,,,,,,,,,
"47(1,G6)",Normoxia Ox66 3,15.78,213.95,167.15,539,,,,,,,,,,,
"48(1,H6)",Normoxia Mix 1,12.43,352.61,248.3,861,,,,,,,,,,,
"49(1,A7)",Normoxia Mix 1,14.12,401.55,414.27,727,,,,,,,,,,,
"50(1,B7)",Normoxia Mix 1,80.57,456.86,66,555,,,,,,,,,,,
"51(1,C7)",Normoxia Mix 2,10.17,331.98,37.07,515,,,,,,,,,,,
"52(1,D7)",Normoxia Mix 2,13.76,612.91,759.88,414,,,,,,,,,,,
"53(1,E7)",Normoxia Mix 2,21.81,523.65,93.18,390,,,,,,,,,,,
"54(1,F7)",Normoxia Mix 3,18.24,369.42,97.48,547,,,,,,,,,,,
"55(1,G7)",Normoxia Mix 3,27.61,335.18,94.26,675,,,,,,,,,,,
"56(1,H7)",Normoxia Mix 3,14.3,1068.09,41.57,660,,,,,,,,,,,
"57(1,A8)",Hypoxia Blank 1,12.66,196.5,80.74,724,,,,,,,,,,,
"58(1,B8)",Hypoxia Blank 1,16.26,122.39,313.62,448,,,,,,,,,,,
"59(1,C8)",Hypoxia Blank 1,13.83,582.94,67.77,423,,,,,,,,,,,
"60(1,D8)",Hypoxia Blank 2,14.51,127.22,696.97,514,,,,,,,,,,,
"61(1,E8)",Hypoxia Blank 2,18.97,3586.4,82.26,412,,,,,,,,,,,
"62(1,F8)",Hypoxia Blank 2,19.51,1269.48,33.59,390,,,,,,,,,,,
"63(1,G8)",Hypoxia Blank 3,132.64,215.62,39.64,477,,,,,,,,,,,
"64(1,H8)",Hypoxia Blank 3,32.44,353.07,184.27,620,,,,,,,,,,,
"65(1,A9)",Hypoxia Blank 3,33.52,179.41,90.67,781,,,,,,,,,,,
"66(1,B9)",Hypoxia DEP 1,14.29,197.18,169.36,769,,,,,,,,,,,
"67(1,C9)",Hypoxia DEP 1,40.78,479.29,320.03,703,,,,,,,,,,,
"68(1,D9)",Hypoxia DEP 1,9.36,136.71,47.22,803,,,,,,,,,,,
"69(1,E9)",Hypoxia DEP 2,170.28,294.85,1929.77,657,,,,,,,,,,,
"70(1,F9)",Hypoxia DEP 2,16.85,1096.14,100.21,641,,,,,,,,,,,
"71(1,G9)",Hypoxia DEP 2,17.03,128.25,2540.28,705,,,,,,,,,,,
"72(1,H9)",Hypoxia DEP 3,23.27,224.63,57.4,592,,,,,,,,,,,
"73(1,A10)",Hypoxia DEP 3,9.56,113.01,168.89,779,,,,,,,,,,,
"74(1,B10)",Hypoxia DEP 3,9.4,390.09,28.3,716,,,,,,,,,,,
"75(1,C10)",Hypoxia Ox66 1,16.82,124.23,144.95,555,,,,,,,,,,,
"76(1,D10)",Hypoxia Ox66 1,17.52,401.15,797.82,496,,,,,,,,,,,
